Contest ID, Bug ID,,, Bug Description,link,,
53, L-07,,,"[L-07] NestedFactory.unlockTokens fails to use safe transfer Submitted by elprofesor, also found by loop, palina, WatchPug, cmichel, and pauliax","[L-07]?NestedFactory.unlockTokens?fails to use safe transfer?Submitted by elprofesor, also found by loop, palina, WatchPug, cmichel, and pauliax",,
53, L-08,,,"[L-08] Add zero-address checkers Submitted by xYrYuYx, also found by PierrickGT, loop, palina, and pauliax","[L-08] Add zero-address checkers?Submitted by xYrYuYx, also found by PierrickGT, loop, palina, and pauliax",,
53, L-09,,,[L-09] DummyRouter.sol .transfer isn't safe Submitted by pants,[L-09] DummyRouter.sol .transfer isn't safe?Submitted by pants,,
53, L-10,,,[L-10] transferOwnership should be two step process Submitted by defsec,[L-10]?transferOwnership?should be two step process?Submitted by defsec,,
53, L-11,,,[L-11] Missing input validation on array lengths Submitted by ye0lde,[L-11] Missing input validation on array lengths?Submitted by ye0lde,,
53, L-12,,,[L-12] FeeSplitter: ETH_ADDR isn't supported Submitted by GreyArt,[L-12] FeeSplitter:?ETH_ADDR?isn't supported?Submitted by GreyArt,,
53, L-13,,,"[L-13] Consider making _calculateFees inline to save gas Submitted by WatchPug, also found by PierrickGT, loop, palina, ye0lde, hyh, and hack3r-0m","[L-13] Consider making?_calculateFees?inline to save gas?Submitted by WatchPug, also found by PierrickGT, loop, palina, ye0lde, hyh, and hack3r-0m",,
53, L-14,,,"[L-14] Missing parameter validation Submitted by cmichel, also found by GreyArt","[L-14] Missing parameter validation?Submitted by cmichel, also found by GreyArt",,
53, L-15,,,[L-15] Cannot change tokenUri Submitted by cmichel,[L-15] Cannot change?tokenUri?Submitted by cmichel,,
53, L-16,,,"[L-16] Can add duplicate operators Submitted by cmichel, also found by GreyArt and gzeon","[L-16] Can add duplicate operators?Submitted by cmichel, also found by GreyArt and gzeon",,
53, L-17,,,[L-17] Function using msg.value called in loop Submitted by cmichel,[L-17] Function using?msg.value?called in loop?Submitted by cmichel,,
53, L-18,,,[L-18] _handleUnderSpending reverts if condition is false Submitted by cmichel,[L-18]?_handleUnderSpending?reverts if condition is false?Submitted by cmichel,,
53, L-19,,,[L-19] NestedFactory.addTokens and withdraw functions require NFT reserve check Submitted by hyh,[L-19]?NestedFactory.addTokens?and withdraw functions require NFT reserve check?Submitted by hyh,,
53, L-20,,,[L-20] Can't revoke factory in NestedRecrods Submitted by pauliax,[L-20] Can't revoke factory in NestedRecrods?Submitted by pauliax,,
53, L-21,,,"[L-21] NestedFactory.removeOperator code doesn't correspond to it's logic Submitted by hyh, also found by loop, MaCree, pmerkleplant, palina, elprofesor, fatima_naz, fatima_naz, ye0lde, xYrYuYx, gzeon, gpersoon, WatchPug, and pauliax","[L-21]?NestedFactory.removeOperator?code doesn't correspond to it's logic?Submitted by hyh, also found by loop, MaCree, pmerkleplant, palina, elprofesor, fatima_naz, fatima_naz, ye0lde, xYrYuYx, gzeon, gpersoon, WatchPug, and pauliax",,
53, L-22,,,"[L-22] Use of assert() instead of require() Submitted by WatchPug, also found by fatima_naz","[L-22] Use of?assert()?instead of?require()?Submitted by WatchPug, also found by fatima_naz",,
54, L-01,,,"[L-01] Unlock.addLockTemplate does not adequately increment version, leading to gaps in version Submitted by elprofesor, also found by loop, pauliax, 0x0x0x, and harleythedog","[L-01]?Unlock.addLockTemplate?does not adequately increment version, leading to gaps in version?Submitted by elprofesor, also found by loop, pauliax, 0x0x0x, and harleythedog",,
54, L-02,,,[L-02] Insufficient version validation causes denial of service for PublicLock during lock upgrades Submitted by elprofesor,[L-02] Insufficient version validation causes denial of service for?PublicLock?during lock upgrades?Submitted by elprofesor,,
54, L-03,,,[L-03] MixinGrantKeys:grantKeys possible DoS with (Unexpected) revert Submitted by GiveMeTestEther,[L-03] MixinGrantKeys:grantKeys possible DoS with (Unexpected) revert?Submitted by GiveMeTestEther,,
54, L-04,,,"[L-04] No ERC20 safeApprove called & not success check Submitted by cmichel, also found by Reigada and 0x0x0x","[L-04] No ERC20 safeApprove called & not success check?Submitted by cmichel, also found by Reigada and 0x0x0x",,
54, L-05,,,"[L-05] MixinLockCore: use safeApprove from SafeERC20, and do approve(0) before approve(amount) Submitted by GiveMeTestEther","[L-05] MixinLockCore: use safeApprove from SafeERC20, and do approve(0) before approve(amount)?Submitted by GiveMeTestEther",,
54, L-06,,,[L-06] getTransferFee() Fee Could Be 0 Submitted by Meta0xNull,[L-06] getTransferFee() Fee Could Be 0?Submitted by Meta0xNull,,
54, L-07,,,[L-07] The function MixinLockCore.approveBeneficiary is susceptible to a race condition Submitted by Ruhum,[L-07] The function MixinLockCore.approveBeneficiary is susceptible to a race condition?Submitted by Ruhum,,
54, L-08,,,[L-08] Unlock has incomplete fallback function which may cause loss of funds Submitted by elprofesor,[L-08] Unlock has incomplete fallback function which may cause loss of funds?Submitted by elprofesor,,
54, L-09,,,"[L-09] initialize functions can be frontrun Submitted by cmichel, also found by WatchPug","[L-09]?initialize?functions can be frontrun?Submitted by cmichel, also found by WatchPug",,
54, L-10,,,[L-10] _cancelAndRefund is not protected from re-entrancy Submitted by pauliax,[L-10] _cancelAndRefund is not protected from re-entrancy?Submitted by pauliax,,
54, L-11,,,[L-11] setKeyManagerOf has no address-0 check Submitted by kenzo,[L-11] setKeyManagerOf has no address-0 check?Submitted by kenzo,,
54, L-12,,,[L-12] Distribution of tokens in recordKeyPurchase Submitted by pauliax,[L-12] Distribution of tokens in recordKeyPurchase?Submitted by pauliax,,
54, L-13,,,[L-13] a single user can become owner of multiple token ids Submitted by GiveMeTestEther,[L-13] a single user can become owner of multiple token ids?Submitted by GiveMeTestEther,,
54, L-14,,,[L-14] Setting the admin in initialize initializeProxyAdmin can be frontrun by an attacker Submitted by Jujic,[L-14] Setting the admin in initialize initializeProxyAdmin can be frontrun by an attacker?Submitted by Jujic,,
54, L-15,,,[L-15] Scenario where variable in Unlock.recordKeyPurchase() is not initialized Submitted by Ruhum,[L-15] Scenario where variable in Unlock.recordKeyPurchase() is not initialized?Submitted by Ruhum,,
54, L-16,,,[L-16] Consider adding storage gaps to Mixin*** contracts Submitted by WatchPug,[L-16] Consider adding storage gaps to?Mixin***?contracts?Submitted by WatchPug,,
54, L-17,,,[L-17] Lock template versions can be overwritten Submitted by cmichel,[L-17] Lock template versions can be overwritten?Submitted by cmichel,,
54, L-18,,,[L-18] Can set arbitrary lock templates Submitted by cmichel,[L-18] Can set arbitrary lock templates?Submitted by cmichel,,
54, L-19,,,[L-19] DoS when onKeyPurchaseHook reverts Submitted by cmichel,[L-19] DoS when?onKeyPurchaseHook?reverts?Submitted by cmichel,,
54, L-20,,,[L-20] PREVENT DIV BY 0 Submitted by defsec,[L-20] PREVENT DIV BY 0?Submitted by defsec,,
54, L-21,,,[L-21] Confliction on double initialize functions front-run minter Submitted by hagrid,[L-21] Confliction on double?initialize?functions front-run?minter?Submitted by hagrid,,
54, L-22,,,[L-22] Unimplemented function computeAvailableDiscountFor Submitted by harleythedog,[L-22] Unimplemented function computeAvailableDiscountFor?Submitted by harleythedog,,
54, L-23,,,[L-23] Unused function parameters Submitted by jayjonah8,[L-23] Unused function parameters?Submitted by jayjonah8,,
54, L-24,,,[L-24] Wrong event parameter emitted at _setKeyManagerOf Submitted by kenzo,[L-24] Wrong event parameter emitted at _setKeyManagerOf?Submitted by kenzo,,
54, L-25,,,[L-25] Potential division by 0 in recordKeyPurchase Submitted by loop,[L-25] Potential division by 0 in?recordKeyPurchase?Submitted by loop,,
54, L-26,,,[L-26] Function spec and implementation difference / strict comparison Submitted by loop,[L-26] Function spec and implementation difference / strict comparison?Submitted by loop,,
54, L-27,,,[L-27] msg.value should be 0 when token is not native Submitted by pauliax,[L-27] msg.value should be 0 when token is not native?Submitted by pauliax,,
54, L-28,,,[L-28] tokenByIndex returns wrong token id Submitted by pauliax,[L-28] tokenByIndex returns wrong token id?Submitted by pauliax,,
54, L-29,,,[L-29] Interface and implementation differ Submitted by pauliax,[L-29] Interface and implementation differ?Submitted by pauliax,,
54, L-30,,,[L-30] onKeyPurchase hook expects amount + discount Submitted by pauliax,[L-30] onKeyPurchase hook expects amount + discount?Submitted by pauliax,,
54, L-31,,,[L-31] Validations Submitted by pauliax,[L-31] Validations?Submitted by pauliax,,
54, L-32,,,"[L-32] MixinRefunds.sol#cancelAndRefund() Potential fund loss on cancelAndRefund() for users who purchased multiple times Submitted by WatchPug, also found by GiveMeTestEther","[L-32]?MixinRefunds.sol#cancelAndRefund()?Potential fund loss on?cancelAndRefund()?for users who purchased multiple times?Submitted by WatchPug, also found by GiveMeTestEther",,
55, L-01,,,[L-01] Must approve 0 first Submitted by robee,[L-01] Must approve 0 first?Submitted by robee,,
55, L-02,,,[L-02] Same implementation can be registerd for several versions Submitted by cmichel,[L-02] Same implementation can be registerd for several versions?Submitted by cmichel,,
55, L-03,,,"[L-03] Insufficient input validation Submitted by WatchPug, also found by hyh and jayjonah8","[L-03] Insufficient input validation?Submitted by WatchPug, also found by hyh and jayjonah8",,
55, L-04,,,[L-04] Fund stuck in Liquidator if stopLiquidation is called Submitted by gzeon,[L-04] Fund stuck in?Liquidator?if?stopLiquidation?is called?Submitted by gzeon,,
55, L-05,,,[L-05] Functionality of liquidation strategies can be broken Submitted by cmichel,[L-05] Functionality of liquidation strategies can be broken?Submitted by cmichel,,
56, L-01,,,[L-01] Pending governance is not cleared Submitted by cmichel,[L-01] Pending governance is not cleared?Submitted by cmichel,,
56, L-02,,,"[L-02] Alchemist.sol does not use safeApprove Submitted by jonah1005, also found by cmichel","[L-02]?Alchemist.sol?does not use safeApprove?Submitted by jonah1005, also found by cmichel",,
56, L-03,,,[L-03] Alchemist.migrate can push duplicate adapters to _vaults Submitted by cmichel,[L-03]?Alchemist.migrate?can push duplicate adapters to?_vaults?Submitted by cmichel,,
56, L-04,,,[L-04] Transmuter.unstake updates user without first updating distributing yield Submitted by cmichel,[L-04]?Transmuter.unstake?updates user without first updating distributing yield?Submitted by cmichel,,
56, L-05,,,[L-05] No incentive to call transmute() instead of forceTransmute(self) Submitted by cmichel,[L-05] No incentive to call?transmute()?instead of?forceTransmute(self)?Submitted by cmichel,,
56, L-06,,,"[L-06] anyone can deposit to adapters directly Submitted by pauliax, also found by hickuphh3","[L-06] anyone can deposit to adapters directly?Submitted by pauliax, also found by hickuphh3",,
56, L-07,,,[L-07] _setupRole not in constructor Submitted by pauliax,[L-07] _setupRole not in constructor?Submitted by pauliax,,
56, L-08,,,[L-08] setSentinel actually adds sentinel Submitted by pauliax,[L-08] setSentinel actually adds sentinel?Submitted by pauliax,,
56, L-09,,,"[L-09] Incorrect function docs Submitted by pmerkleplant, also found by pauliax","[L-09] Incorrect function docs?Submitted by pmerkleplant, also found by pauliax",,
56, L-10,,,"[L-10] Incorrect Event Emitted in Alchemist.sol Submitted by TimmyToes, also found by hubble, ye0lde, defsec, WatchPug, pauliax, and gzeon","[L-10] Incorrect Event Emitted in Alchemist.sol?Submitted by TimmyToes, also found by hubble, ye0lde, defsec, WatchPug, pauliax, and gzeon",,
56, L-11,,,[L-11] Incorrect comment or code in runPhasedDistribution (Transmuter.sol) Submitted by ye0lde,[L-11] Incorrect comment or code in runPhasedDistribution (Transmuter.sol)?Submitted by ye0lde,,
56, L-12,,,[L-12] Effects and Interactions Before Check Submitted by TimmyToes,[L-12] Effects and Interactions Before Check?Submitted by TimmyToes,,
57, L-01,,,[L-01] Wrong comment on SettToRenIbbtcZap.sol and IbbtcVaultZap.sol Submitted by 0x0x0x,[L-01] Wrong comment on?SettToRenIbbtcZap.sol?and?IbbtcVaultZap.sol?Submitted by 0x0x0x,,
57, L-02,,,[L-02] Zap.sol#redeem() Lack of input validation Submitted by WatchPug,[L-02]?Zap.sol#redeem()?Lack of input validation?Submitted by WatchPug,,
57, L-03,,,[L-03] Arithmetic operations without using SafeMath may over/underflow Submitted by WatchPug,[L-03] Arithmetic operations without using SafeMath may over/underflow?Submitted by WatchPug,,
57, L-04,,,[L-04] Use safeTransfer/safeTransferFrom consistently instead of transfer/transferFrom Submitted by defsec,[L-04] Use?safeTransfer/safeTransferFrom?consistently instead of?transfer/transferFrom?Submitted by defsec,,
57, L-05,,,[L-05] Zap contract's mint() allows minting ibbtc tokens for free Submitted by Ruhum,[L-05] Zap contract's?mint()?allows minting ibbtc tokens for free?Submitted by Ruhum,,
57, L-06,,,[L-06] Missing overflow protection Submitted by pmerkleplant,[L-06] Missing overflow protection?Submitted by pmerkleplant,,
57, L-07,,,[L-07] blockLock of RENCRV_SETT makes transactions likely to fail as only 1 transaction is allowed in 1 block Submitted by WatchPug,[L-07]?blockLock?of?RENCRV_SETT?makes transactions likely to fail as only 1 transaction is allowed in 1 block?Submitted by WatchPug,,
58, L-01,,,[L-01] UniV3Vault does not distribute fee earning to depositor Submitted by gzeon,[L-01]?UniV3Vault?does not distribute fee earning to depositor?Submitted by gzeon,,
58, L-02,,,[L-02] Wrong logic in UniV3Trader Submitted by 0x1f8b,[L-02] Wrong logic in UniV3Trader?Submitted by 0x1f8b,,
58, L-03,,,"[L-03] Unsafe token transfer Submitted by WatchPug, also found by defsec, cuong_qnom, 0x0x0x, cmichel, and pmerkleplant","[L-03] Unsafe token transfer?Submitted by WatchPug, also found by defsec, cuong_qnom, 0x0x0x, cmichel, and pmerkleplant",,
58, L-04,,,[L-04] Learn from the past Submitted by 0x1f8b,[L-04] Learn from the past?Submitted by 0x1f8b,,
58, L-05,,,[L-05] Potential DOS with Division By Zero on LpIssuer Submitted by hagrid,[L-05] Potential DOS with Division By Zero on?LpIssuer?Submitted by hagrid,,
58, L-06,,,[L-06] maxTokensPerVault is not used Submitted by 0x0x0x,[L-06]?maxTokensPerVault?is not used?Submitted by 0x0x0x,,
